timestamp,Rat_public_Angle,Rat_public_Dalia,Rat_public_Lloyd,Cockatoo_public_Chiquita
2017-03-06 17:00:00,,149.81,66.03,112.875
2017-03-06 18:00:00,,147.39,69.76,93.35
2017-03-06 19:00:00,,144.88,69.47,84.2
2017-03-06 20:00:00,,143.11,61.3,81.925
2017-03-06 21:00:00,,141.5,52.27,84.925
2017-03-06 22:00:00,,142.71,51.7,84.975
2017-03-06 23:00:00,,142.13,48.39,91.475
2017-03-07 00:00:00,,144.7,47.67,80.7
2017-03-07 01:00:00,,142.97,48.55,80.175
2017-03-07 02:00:00,,138.91,48.42,75.35
2017-03-07 03:00:00,,139.17,48.19,60.725
2017-03-07 04:00:00,,142.98,47.94,74.95
2017-03-07 05:00:00,,143.69,47.58,80.6
2017-03-07 06:00:00,,146.1,47.37,80.575
2017-03-07 07:00:00,,147.04,47.3,84.35
2017-03-07 08:00:00,,151.66,46.43,96.9
2017-03-07 09:00:00,,155.96,47.92,104.725
2017-03-07 10:00:00,,158.95,57.79,119.525
2017-03-07 11:00:00,,159.87,59.44,129.35
2017-03-07 12:00:00,,164.29,61.75,119.075
2017-03-07 13:00:00,,162.85,64.14,139.075
2017-03-07 14:00:00,,167.38,63.59,132.625
2017-03-07 15:00:00,,172.07,62.55,132.15
2017-03-07 16:00:00,,165.63,64.59,142.825
2017-03-07 17:00:00,,159.93,63.84,103.825
2017-03-07 18:00:00,,160.87,65.93,98.925
2017-03-07 19:00:00,,162.57,64.58,82.675
2017-03-07 20:00:00,,156.56,61.04,81.15
2017-03-07 21:00:00,,157.45,55.74,84.05
2017-03-07 22:00:00,,154.5,50.1,81.475
2017-03-07 23:00:00,,153.25,52.22,80.525
2017-03-08 00:00:00,,154.88,49.81,88.15
2017-03-08 01:00:00,,152.48,50.77,87.55
2017-03-08 02:00:00,,156.97,50.95,69.15
2017-03-08 03:00:00,,152.27,51.09,61.2
2017-03-08 04:00:00,,149.59,51.91,73.9
2017-03-08 05:00:00,,147.86,52.39,78.0
2017-03-08 06:00:00,,153.01,52.1,81.6
2017-03-08 07:00:00,,155.52,51.74,81.8
2017-03-08 08:00:00,,155.22,50.88,103.9
2017-03-08 09:00:00,,164.56,61.34,110.725
2017-03-08 10:00:00,,165.51,68.81,119.35
2017-03-08 11:00:00,,167.99,69.45,122.3
2017-03-08 12:00:00,,165.23,69.9,128.75
2017-03-08 13:00:00,,167.23,70.92,144.175
2017-03-08 14:00:00,,168.69,68.22,142.05
2017-03-08 15:00:00,,170.75,69.53,139.125
2017-03-08 16:00:00,,167.1,69.11,130.15
2017-03-08 17:00:00,,165.04,68.78,126.075
2017-03-08 18:00:00,,166.61,72.69,99.45
2017-03-08 19:00:00,,164.33,70.96,90.825
2017-03-08 20:00:00,,161.34,70.28,87.15
2017-03-08 21:00:00,,163.65,58.59,80.275
2017-03-08 22:00:00,,162.12,52.12,89.55
2017-03-08 23:00:00,,157.6,51.93,83.925
2017-03-09 00:00:00,,155.05,52.02,83.85
2017-03-09 01:00:00,,154.14,52.56,84.35
2017-03-09 02:00:00,,153.66,52.79,73.3
2017-03-09 03:00:00,,151.12,52.43,66.0
2017-03-09 04:00:00,,151.76,52.46,77.5
2017-03-09 05:00:00,,149.41,52.3,80.975
2017-03-09 06:00:00,,155.08,52.2,79.5
2017-03-09 07:00:00,,157.82,51.58,83.675
2017-03-09 08:00:00,,159.38,50.93,96.35
2017-03-09 09:00:00,,165.24,59.15,113.25
2017-03-09 10:00:00,,169.21,69.2,116.975
2017-03-09 11:00:00,,168.94,66.32,127.45
2017-03-09 12:00:00,,171.05,69.31,125.375
2017-03-09 13:00:00,,170.93,67.8,129.35
2017-03-09 14:00:00,,180.64,67.54,136.075
2017-03-09 15:00:00,,184.37,66.35,135.725
2017-03-09 16:00:00,,181.37,68.82,145.275
2017-03-09 17:00:00,,179.59,68.2,108.5
2017-03-09 18:00:00,,173.91,68.77,99.575
2017-03-09 19:00:00,,165.09,66.46,88.65
2017-03-09 20:00:00,,161.54,65.94,81.85
2017-03-09 21:00:00,,163.06,61.39,85.65
2017-03-09 22:00:00,,160.96,55.12,89.2
2017-03-09 23:00:00,,160.96,58.58,80.325
2017-03-10 00:00:00,,158.33,56.59,82.65
2017-03-10 01:00:00,,153.05,59.71,82.425
2017-03-10 02:00:00,,152.91,58.37,74.0
2017-03-10 03:00:00,,151.86,58.69,62.975
2017-03-10 04:00:00,,147.12,58.66,76.5
2017-03-10 05:00:00,,147.34,58.01,78.15
2017-03-10 06:00:00,,150.83,58.45,78.075
2017-03-10 07:00:00,,151.41,58.51,83.725
2017-03-10 08:00:00,,160.49,57.71,97.675
2017-03-10 09:00:00,,165.37,62.42,108.325
2017-03-10 10:00:00,,165.59,72.47,112.7
2017-03-10 11:00:00,,162.53,72.64,122.825
2017-03-10 12:00:00,,160.28,72.38,134.0
2017-03-10 13:00:00,,162.02,74.14,126.925
2017-03-10 14:00:00,,166.52,74.03,151.625
2017-03-10 15:00:00,,162.91,72.13,128.625
2017-03-10 16:00:00,,160.15,73.19,133.05
2017-03-10 17:00:00,,156.7,72.42,108.675
2017-03-10 18:00:00,,154.61,70.3,81.475
2017-03-10 19:00:00,,152.97,68.12,77.6
2017-03-10 20:00:00,,152.03,67.47,76.325
2017-03-10 21:00:00,,151.12,57.94,77.175
2017-03-10 22:00:00,,140.09,54.93,74.5
2017-03-10 23:00:00,,132.03,52.96,57.425
2017-03-11 00:00:00,,132.36,51.82,66.225
2017-03-11 01:00:00,,130.18,51.64,65.625
2017-03-11 02:00:00,,127.77,51.48,61.3
2017-03-11 03:00:00,,129.93,51.45,60.525
2017-03-11 04:00:00,,130.93,50.85,76.95
2017-03-11 05:00:00,,130.22,50.95,74.725
2017-03-11 06:00:00,,132.5,50.31,73.4
2017-03-11 07:00:00,,130.24,49.95,65.45
2017-03-11 08:00:00,,130.16,48.74,58.925
2017-03-11 09:00:00,,131.18,48.61,61.4
2017-03-11 10:00:00,,132.1,51.82,77.25
2017-03-11 11:00:00,,130.26,58.01,79.85
2017-03-11 12:00:00,,130.46,59.15,79.4
2017-03-11 13:00:00,,128.81,58.61,82.45
2017-03-11 14:00:00,,131.11,58.19,78.325
2017-03-11 15:00:00,,132.58,58.16,82.8
2017-03-11 16:00:00,,164.27,53.15,84.1
2017-03-11 17:00:00,,154.51,47.31,82.275
2017-03-11 18:00:00,,148.76,48.77,76.25
2017-03-11 19:00:00,,150.66,47.25,86.2
2017-03-11 20:00:00,,139.17,47.62,83.0
2017-03-11 21:00:00,,133.66,47.65,80.95
2017-03-11 22:00:00,,129.27,47.5,66.3
2017-03-11 23:00:00,,131.41,47.52,65.45
2017-03-12 00:00:00,,132.12,47.74,56.35
2017-03-12 01:00:00,,132.15,47.9,58.475
2017-03-12 02:00:00,,,,
2017-03-12 03:00:00,,129.1,48.02,64.35
2017-03-12 04:00:00,,129.91,47.35,67.3
2017-03-12 05:00:00,,132.22,47.02,61.9
2017-03-12 06:00:00,,129.51,47.02,59.425
2017-03-12 07:00:00,,128.72,46.43,62.125
2017-03-12 08:00:00,,127.81,46.41,59.975
2017-03-12 09:00:00,,127.16,45.92,73.45
2017-03-12 10:00:00,,129.15,46.17,81.25
2017-03-12 11:00:00,,128.38,46.33,75.675
2017-03-12 12:00:00,,127.11,46.34,76.575
2017-03-12 13:00:00,,129.18,46.35,80.975
2017-03-12 14:00:00,,160.83,48.7,83.1
2017-03-12 15:00:00,,162.28,46.38,79.85
2017-03-12 16:00:00,,152.71,46.58,81.65
2017-03-12 17:00:00,,150.89,46.32,77.35
2017-03-12 18:00:00,,147.67,46.2,80.35
2017-03-12 19:00:00,,148.97,47.05,82.3
2017-03-12 20:00:00,,147.55,47.25,80.275
2017-03-12 21:00:00,,148.63,47.08,85.8
2017-03-12 22:00:00,,131.83,47.13,81.9
2017-03-12 23:00:00,,127.9,47.37,81.95
2017-03-13 00:00:00,,127.68,47.38,77.35
2017-03-13 01:00:00,,129.61,47.48,80.35
2017-03-13 02:00:00,,129.54,47.28,66.025
2017-03-13 03:00:00,,127.94,47.29,60.15
2017-03-13 04:00:00,,127.82,47.13,75.325
2017-03-13 05:00:00,,131.09,47.02,80.55
2017-03-13 06:00:00,,134.52,47.11,81.725
2017-03-13 07:00:00,,139.65,47.33,86.475
2017-03-13 08:00:00,,144.68,58.84,97.425
2017-03-13 09:00:00,,148.68,63.74,117.15
2017-03-13 10:00:00,,149.96,68.11,125.2
2017-03-13 11:00:00,,150.01,68.69,129.25
2017-03-13 12:00:00,,156.96,68.71,139.125
2017-03-13 13:00:00,,177.39,66.1,141.05
2017-03-13 14:00:00,,165.96,69.02,131.875
2017-03-13 15:00:00,,162.04,69.47,136.9
2017-03-13 16:00:00,,158.07,64.47,125.95
2017-03-13 17:00:00,,154.5,65.28,103.575
2017-03-13 18:00:00,,151.53,62.02,91.875
2017-03-13 19:00:00,,149.83,59.21,79.15
2017-03-13 20:00:00,,145.99,54.85,84.4
2017-03-13 21:00:00,,135.53,49.65,91.225
2017-03-13 22:00:00,,133.89,51.32,87.075
2017-03-13 23:00:00,,134.55,49.78,83.95
2017-03-14 00:00:00,,135.66,49.35,77.975
2017-03-14 01:00:00,,133.42,49.2,84.525
2017-03-14 02:00:00,,132.91,49.11,74.475
2017-03-14 03:00:00,,133.97,49.04,58.8
2017-03-14 04:00:00,,130.9,48.8,61.85
2017-03-14 05:00:00,,133.76,48.69,80.825
2017-03-14 06:00:00,,138.36,49.0,76.5
2017-03-14 07:00:00,,140.56,49.73,86.925
2017-03-14 08:00:00,,145.59,51.14,94.725
2017-03-14 09:00:00,,147.26,52.09,98.2
2017-03-14 10:00:00,,147.87,59.08,108.225
2017-03-14 11:00:00,,147.78,59.79,115.15
2017-03-14 12:00:00,,144.66,60.03,69.05
2017-03-14 13:00:00,,144.33,59.73,63.125
2017-03-14 14:00:00,,145.32,60.57,61.175
2017-03-14 15:00:00,,140.91,61.73,61.0
2017-03-14 16:00:00,,140.22,61.11,61.825
2017-03-14 17:00:00,,136.41,62.28,60.6
2017-03-14 18:00:00,,163.9,62.58,63.85
2017-03-14 19:00:00,,146.01,62.58,58.55
2017-03-14 20:00:00,,135.61,50.86,64.6
2017-03-14 21:00:00,,134.18,49.83,57.425
2017-03-14 22:00:00,,136.41,48.87,62.9
2017-03-14 23:00:00,,135.44,49.06,61.6
2017-03-15 00:00:00,,135.57,49.05,67.925
2017-03-15 01:00:00,,137.74,49.02,60.125
2017-03-15 02:00:00,,141.28,48.97,61.275
2017-03-15 03:00:00,,138.17,48.91,62.675
2017-03-15 04:00:00,,134.94,48.47,61.75
2017-03-15 05:00:00,,137.15,48.36,57.55
2017-03-15 06:00:00,,141.62,48.41,61.0
2017-03-15 07:00:00,,147.27,47.86,60.875
2017-03-15 08:00:00,,154.23,50.54,57.175
2017-03-15 09:00:00,,158.94,55.99,61.05
2017-03-15 10:00:00,,157.87,63.62,62.525
2017-03-15 11:00:00,,158.57,65.14,63.925
2017-03-15 12:00:00,,157.16,65.66,57.525
2017-03-15 13:00:00,,154.77,66.24,62.15
2017-03-15 14:00:00,,155.49,65.15,61.15
2017-03-15 15:00:00,,150.46,66.92,64.4
2017-03-15 16:00:00,,144.48,68.97,77.075
2017-03-15 17:00:00,,141.46,70.19,84.975
2017-03-15 18:00:00,,135.92,66.38,82.525
2017-03-15 19:00:00,,137.45,63.79,79.05
2017-03-15 20:00:00,,136.86,55.68,85.8
2017-03-15 21:00:00,,138.52,49.04,82.95
2017-03-15 22:00:00,,137.6,47.95,78.625
2017-03-15 23:00:00,,135.98,48.14,80.2
2017-03-16 00:00:00,,137.19,48.47,73.325
2017-03-16 01:00:00,,139.74,48.11,61.325
2017-03-16 02:00:00,,136.9,48.14,60.075
2017-03-16 03:00:00,,135.36,47.66,63.475
2017-03-16 04:00:00,,134.74,47.64,72.075
2017-03-16 05:00:00,,135.96,47.65,76.275
2017-03-16 06:00:00,,138.66,47.6,79.125
2017-03-16 07:00:00,,144.41,47.1,77.95
2017-03-16 08:00:00,,148.42,56.06,99.15
2017-03-16 09:00:00,,148.73,60.77,104.775
2017-03-16 10:00:00,,151.36,61.92,117.75
2017-03-16 11:00:00,,148.45,64.73,123.4
2017-03-16 12:00:00,,145.78,66.42,129.35
2017-03-16 13:00:00,,148.33,66.94,145.975
2017-03-16 14:00:00,,161.26,66.01,132.525
2017-03-16 15:00:00,,177.04,64.93,138.65
2017-03-16 16:00:00,,172.43,65.27,132.025
2017-03-16 17:00:00,,165.86,65.55,124.05
2017-03-16 18:00:00,,160.4,63.88,95.4
2017-03-16 19:00:00,,160.8,61.59,81.9
2017-03-16 20:00:00,,160.08,55.75,83.35
2017-03-16 21:00:00,,160.37,49.83,82.9
2017-03-16 22:00:00,,160.69,49.76,83.825
2017-03-16 23:00:00,,160.46,47.31,79.6
2017-03-17 00:00:00,,162.07,47.95,81.525
2017-03-17 01:00:00,,158.29,47.98,86.8
2017-03-17 02:00:00,,159.8,47.93,73.4
2017-03-17 03:00:00,,158.57,47.89,66.525
2017-03-17 04:00:00,,157.13,47.81,79.45
2017-03-17 05:00:00,,159.89,47.73,77.9
2017-03-17 06:00:00,,157.5,47.54,77.3
2017-03-17 07:00:00,,142.72,47.63,87.725
2017-03-17 08:00:00,,149.25,56.74,92.0
2017-03-17 09:00:00,,170.02,61.51,108.25
2017-03-17 10:00:00,,173.27,61.01,110.375
2017-03-17 11:00:00,,165.79,60.25,123.05
2017-03-17 12:00:00,,162.03,63.69,125.85
2017-03-17 13:00:00,,172.18,60.71,132.775
2017-03-17 14:00:00,,178.13,60.71,127.775
2017-03-17 15:00:00,,172.84,60.0,126.525
2017-03-17 16:00:00,,169.36,62.14,128.325
2017-03-17 17:00:00,,165.08,60.24,119.85
2017-03-17 18:00:00,,159.42,60.28,91.475
2017-03-17 19:00:00,,149.3,58.74,75.125
2017-03-17 20:00:00,,147.94,51.12,82.35
2017-03-17 21:00:00,,148.1,48.78,82.475
2017-03-17 22:00:00,,148.15,46.58,66.275
2017-03-17 23:00:00,,148.22,45.99,59.25
2017-03-18 00:00:00,,146.57,47.17,60.175
2017-03-18 01:00:00,,148.61,46.33,58.575
2017-03-18 02:00:00,,142.61,46.41,66.225
2017-03-18 03:00:00,,143.98,46.09,58.625
2017-03-18 04:00:00,,144.58,45.75,65.25
2017-03-18 05:00:00,,143.22,45.88,77.875
2017-03-18 06:00:00,,145.62,46.02,78.975
2017-03-18 07:00:00,,141.49,45.3,74.225
2017-03-18 08:00:00,,145.64,45.21,63.125
2017-03-18 09:00:00,,145.8,50.49,59.275
2017-03-18 10:00:00,,144.75,55.0,86.125
2017-03-18 11:00:00,,143.6,55.3,80.55
2017-03-18 12:00:00,,144.11,57.09,79.5
2017-03-18 13:00:00,,147.24,56.15,100.425
2017-03-18 14:00:00,,147.04,69.92,99.95
2017-03-18 15:00:00,,144.03,62.23,104.725
2017-03-18 16:00:00,,141.22,45.6,109.525
2017-03-18 17:00:00,,139.49,48.72,91.3
2017-03-18 18:00:00,,140.48,47.03,80.325
2017-03-18 19:00:00,,141.83,46.51,77.775
2017-03-18 20:00:00,,141.55,47.01,82.175
2017-03-18 21:00:00,,142.43,47.51,80.775
2017-03-18 22:00:00,,142.63,47.32,69.775
2017-03-18 23:00:00,,144.1,47.81,60.775
2017-03-19 00:00:00,,137.91,48.98,60.55
2017-03-19 01:00:00,,138.65,49.09,59.0
2017-03-19 02:00:00,,139.42,48.85,56.725
2017-03-19 03:00:00,,134.82,48.73,59.125
2017-03-19 04:00:00,,138.85,48.94,70.675
2017-03-19 05:00:00,,137.42,48.99,75.4
2017-03-19 06:00:00,,136.83,48.83,76.875
2017-03-19 07:00:00,,131.34,48.24,78.05
2017-03-19 08:00:00,,134.41,48.42,64.575
2017-03-19 09:00:00,,131.99,48.71,72.2
2017-03-19 10:00:00,,134.02,48.7,77.4
2017-03-19 11:00:00,,136.75,48.61,84.675
2017-03-19 12:00:00,,137.46,48.78,82.275
2017-03-19 13:00:00,,137.89,48.46,79.925
2017-03-19 14:00:00,,140.31,48.71,79.9
2017-03-19 15:00:00,,139.69,50.35,84.725
2017-03-19 16:00:00,,138.5,48.54,79.9
2017-03-19 17:00:00,,136.13,48.51,79.125
2017-03-19 18:00:00,,136.67,48.56,81.65
2017-03-19 19:00:00,,139.6,49.12,78.075
2017-03-19 20:00:00,,139.56,48.95,81.225
2017-03-19 21:00:00,,139.32,49.12,82.025
2017-03-19 22:00:00,,140.41,49.27,78.95
2017-03-19 23:00:00,,142.34,49.35,84.85
2017-03-20 00:00:00,,143.62,49.72,79.1
2017-03-20 01:00:00,,145.22,49.53,75.95
2017-03-20 02:00:00,,142.87,49.35,70.525
2017-03-20 03:00:00,,140.53,49.28,58.9
2017-03-20 04:00:00,,143.83,49.03,74.7
2017-03-20 05:00:00,,144.87,48.97,79.05
2017-03-20 06:00:00,,149.19,48.82,73.925
2017-03-20 07:00:00,,150.48,48.34,83.075
2017-03-20 08:00:00,,155.9,51.05,103.425
2017-03-20 09:00:00,,161.37,60.64,102.425
2017-03-20 10:00:00,,159.7,61.99,114.225
2017-03-20 11:00:00,,158.27,64.43,130.85
2017-03-20 12:00:00,,161.65,66.13,129.225
2017-03-20 13:00:00,,158.06,67.37,134.15
2017-03-20 14:00:00,,155.73,69.53,129.0
2017-03-20 15:00:00,,155.28,69.82,135.7
2017-03-20 16:00:00,,150.0,68.94,131.725
2017-03-20 17:00:00,,148.45,69.17,100.075
2017-03-20 18:00:00,,146.68,65.45,86.45
2017-03-20 19:00:00,,142.92,61.12,83.1
2017-03-20 20:00:00,,143.95,57.05,83.025
2017-03-20 21:00:00,,144.09,50.32,84.875
2017-03-20 22:00:00,,145.31,48.72,81.7
2017-03-20 23:00:00,,145.22,48.89,82.275
2017-03-21 00:00:00,,147.13,49.26,83.6
2017-03-21 01:00:00,,145.51,48.96,83.05
2017-03-21 02:00:00,,146.56,48.76,71.975
2017-03-21 03:00:00,,144.17,48.85,66.125
2017-03-21 04:00:00,,147.26,48.63,73.7
2017-03-21 05:00:00,,149.88,48.22,76.975
2017-03-21 06:00:00,,146.23,48.25,81.55
2017-03-21 07:00:00,,150.45,47.51,82.275
2017-03-21 08:00:00,,155.03,48.02,80.3
2017-03-21 09:00:00,,155.64,56.01,125.35
2017-03-21 10:00:00,,158.12,58.01,131.525
2017-03-21 11:00:00,,155.78,61.63,127.475
2017-03-21 12:00:00,,154.89,62.28,137.05
2017-03-21 13:00:00,,156.33,61.65,142.15
2017-03-21 14:00:00,,153.62,63.97,140.3
2017-03-21 15:00:00,,154.1,66.9,141.4
2017-03-21 16:00:00,,149.16,66.18,145.2
2017-03-21 17:00:00,,151.39,61.81,102.35
2017-03-21 18:00:00,,149.9,65.13,82.15
2017-03-21 19:00:00,,155.31,64.33,81.225
2017-03-21 20:00:00,,149.28,54.76,81.95
2017-03-21 21:00:00,,149.19,49.3,84.025
2017-03-21 22:00:00,,148.41,48.22,84.175
2017-03-21 23:00:00,,148.12,48.13,83.625
2017-03-22 00:00:00,,150.71,48.53,79.5
2017-03-22 01:00:00,,150.15,48.06,82.925
2017-03-22 02:00:00,,150.62,48.19,73.725
2017-03-22 03:00:00,,149.84,48.18,61.25
2017-03-22 04:00:00,,147.58,48.44,78.7
2017-03-22 05:00:00,,147.87,48.85,77.075
2017-03-22 06:00:00,,147.99,48.94,77.45
2017-03-22 07:00:00,,148.04,48.17,78.575
2017-03-22 08:00:00,,153.01,56.37,108.65
2017-03-22 09:00:00,,154.11,63.83,117.225
2017-03-22 10:00:00,,155.54,69.14,116.975
2017-03-22 11:00:00,,159.28,71.01,123.025
2017-03-22 12:00:00,,159.12,70.21,124.05
2017-03-22 13:00:00,,157.71,67.53,139.35
2017-03-22 14:00:00,,164.39,69.39,132.7
2017-03-22 15:00:00,,161.81,69.28,133.3
2017-03-22 16:00:00,,159.04,69.82,142.725
2017-03-22 17:00:00,,160.49,71.69,122.975
2017-03-22 18:00:00,,153.31,67.99,87.75
2017-03-22 19:00:00,,153.9,63.28,84.8
2017-03-22 20:00:00,,151.84,52.61,89.75
2017-03-22 21:00:00,,148.14,47.59,86.05
2017-03-22 22:00:00,,146.49,51.36,79.2
2017-03-22 23:00:00,,139.13,48.18,83.5
2017-03-23 00:00:00,,141.86,48.96,88.175
2017-03-23 01:00:00,,142.78,48.61,81.675
2017-03-23 02:00:00,,135.91,48.94,77.9
2017-03-23 03:00:00,,125.35,48.19,62.425
2017-03-23 04:00:00,,129.69,48.46,78.775
2017-03-23 05:00:00,,129.07,47.74,80.225
2017-03-23 06:00:00,,128.3,47.81,79.65
2017-03-23 07:00:00,,131.69,49.68,78.5
2017-03-23 08:00:00,,139.6,52.65,100.425
2017-03-23 09:00:00,,141.35,59.36,110.825
2017-03-23 10:00:00,,138.98,61.77,119.95
2017-03-23 11:00:00,,164.93,64.76,130.0
2017-03-23 12:00:00,,158.01,63.35,128.35
2017-03-23 13:00:00,,156.25,61.94,132.5
2017-03-23 14:00:00,,157.31,65.3,126.525
2017-03-23 15:00:00,,155.97,65.17,127.625
2017-03-23 16:00:00,,152.82,65.1,125.4
2017-03-23 17:00:00,,147.56,68.33,104.85
2017-03-23 18:00:00,,144.86,68.64,97.95
2017-03-23 19:00:00,,144.49,66.57,83.6
2017-03-23 20:00:00,,143.33,59.95,84.075
2017-03-23 21:00:00,,141.68,53.66,87.275
2017-03-23 22:00:00,,143.74,53.43,83.3
2017-03-23 23:00:00,,141.75,53.27,83.75
2017-03-24 00:00:00,,143.66,53.97,87.35
2017-03-24 01:00:00,,141.59,53.49,79.275
2017-03-24 02:00:00,,141.32,53.37,73.35
2017-03-24 03:00:00,,141.89,53.41,61.225
2017-03-24 04:00:00,,145.59,52.96,74.275
2017-03-24 05:00:00,,148.42,53.11,78.275
2017-03-24 06:00:00,,150.87,53.42,81.8
2017-03-24 07:00:00,,154.78,52.94,85.95
2017-03-24 08:00:00,,159.15,57.25,102.95
2017-03-24 09:00:00,,165.92,63.79,100.4
2017-03-24 10:00:00,,161.73,66.18,119.65
2017-03-24 11:00:00,,165.68,65.46,116.825
2017-03-24 12:00:00,,163.76,64.55,122.6
2017-03-24 13:00:00,,162.12,64.09,135.25
2017-03-24 14:00:00,,155.25,63.09,125.45
2017-03-24 15:00:00,,154.12,61.44,124.825
2017-03-24 16:00:00,,151.85,61.58,125.9
2017-03-24 17:00:00,,153.75,60.37,113.475
2017-03-24 18:00:00,,151.08,56.0,83.2
2017-03-24 19:00:00,,148.69,54.91,83.425
2017-03-24 20:00:00,,146.43,47.95,78.3
2017-03-24 21:00:00,,144.19,47.46,81.95
2017-03-24 22:00:00,,144.53,45.13,71.65
2017-03-24 23:00:00,,143.56,45.49,57.05
2017-03-25 00:00:00,,145.24,44.95,60.025
2017-03-25 01:00:00,,148.52,44.73,64.025
2017-03-25 02:00:00,,145.55,44.53,57.3
2017-03-25 03:00:00,,143.79,44.63,59.75
2017-03-25 04:00:00,,142.57,44.75,62.65
2017-03-25 05:00:00,,143.22,44.31,83.325
2017-03-25 06:00:00,,144.63,44.35,81.2
2017-03-25 07:00:00,,146.36,43.54,61.7
2017-03-25 08:00:00,,148.39,43.7,60.85
2017-03-25 09:00:00,,150.8,51.66,67.45
2017-03-25 10:00:00,,150.68,65.7,75.1
2017-03-25 11:00:00,,152.56,70.33,78.175
2017-03-25 12:00:00,,153.77,69.71,86.65
2017-03-25 13:00:00,,158.16,67.81,99.45
2017-03-25 14:00:00,,166.19,68.63,103.475
2017-03-25 15:00:00,,170.17,63.18,99.525
2017-03-25 16:00:00,,169.61,48.98,101.1
2017-03-25 17:00:00,,163.92,35.89,83.7
2017-03-25 18:00:00,,167.17,35.84,77.475
2017-03-25 19:00:00,,162.66,36.38,80.05
2017-03-25 20:00:00,,161.86,36.77,82.4
2017-03-25 21:00:00,,165.65,36.91,77.275
2017-03-25 22:00:00,,162.33,36.75,68.575
2017-03-25 23:00:00,,160.28,37.12,58.125
2017-03-26 00:00:00,,155.4,37.53,56.975
2017-03-26 01:00:00,,150.46,37.27,61.875
2017-03-26 02:00:00,,148.62,37.86,58.575
2017-03-26 03:00:00,,147.46,38.12,62.375
2017-03-26 04:00:00,,150.56,38.22,61.575
2017-03-26 05:00:00,,146.59,38.35,76.65
2017-03-26 06:00:00,,143.38,38.64,78.05
2017-03-26 07:00:00,,143.01,38.18,68.95
2017-03-26 08:00:00,,142.64,38.4,58.4
2017-03-26 09:00:00,,142.79,38.05,66.175
2017-03-26 10:00:00,,140.23,38.19,79.15
2017-03-26 11:00:00,,141.19,38.05,77.25
2017-03-26 12:00:00,,139.26,38.33,80.35
2017-03-26 13:00:00,,137.07,38.34,81.775
2017-03-26 14:00:00,,138.02,38.17,79.95
2017-03-26 15:00:00,,137.16,38.41,83.025
2017-03-26 16:00:00,,137.29,38.68,81.7
2017-03-26 17:00:00,,135.84,38.42,79.825
2017-03-26 18:00:00,,134.64,42.01,83.65
2017-03-26 19:00:00,,141.41,39.39,79.3
2017-03-26 20:00:00,,143.3,39.05,80.075
2017-03-26 21:00:00,,142.56,38.82,79.35
2017-03-26 22:00:00,,141.78,39.53,82.825
2017-03-26 23:00:00,,142.72,39.31,80.025
2017-03-27 00:00:00,,142.9,39.52,80.425
2017-03-27 01:00:00,,144.34,39.32,84.95
2017-03-27 02:00:00,,144.39,39.39,69.95
2017-03-27 03:00:00,,141.83,39.67,73.8
2017-03-27 04:00:00,,146.37,39.28,76.575
2017-03-27 05:00:00,,147.25,38.96,81.3
2017-03-27 06:00:00,,150.98,39.55,78.05
2017-03-27 07:00:00,,148.85,38.37,80.0
2017-03-27 08:00:00,,148.89,46.67,100.15
2017-03-27 09:00:00,,149.94,51.84,117.45
2017-03-27 10:00:00,,152.76,57.69,125.2
2017-03-27 11:00:00,,153.23,66.62,126.975
2017-03-27 12:00:00,,156.39,70.45,127.3
2017-03-27 13:00:00,,157.5,69.54,133.3
2017-03-27 14:00:00,,161.63,71.92,130.9
2017-03-27 15:00:00,,163.94,88.5,143.6
2017-03-27 16:00:00,,166.31,90.32,132.15
2017-03-27 17:00:00,,167.84,89.95,117.25
2017-03-27 18:00:00,,168.44,86.66,98.375
2017-03-27 19:00:00,,164.66,81.37,79.1
2017-03-27 20:00:00,,162.81,73.15,79.15
2017-03-27 21:00:00,,163.94,69.35,81.325
2017-03-27 22:00:00,,162.44,42.63,78.525
2017-03-27 23:00:00,,158.99,44.86,84.15
2017-03-28 00:00:00,,160.9,43.33,79.5
2017-03-28 01:00:00,,158.07,44.2,77.0
2017-03-28 02:00:00,,159.83,43.24,69.475
2017-03-28 03:00:00,,160.59,43.17,58.175
2017-03-28 04:00:00,,157.12,44.01,71.3
2017-03-28 05:00:00,,162.84,43.24,77.025
2017-03-28 06:00:00,,170.11,43.98,79.475
2017-03-28 07:00:00,,172.01,43.81,77.725
2017-03-28 08:00:00,,168.75,54.57,101.175
2017-03-28 09:00:00,,176.99,58.17,116.975
2017-03-28 10:00:00,,181.85,59.36,119.525
2017-03-28 11:00:00,,179.94,58.9,128.5
2017-03-28 12:00:00,,183.51,62.66,126.9
2017-03-28 13:00:00,,182.05,64.45,134.3
2017-03-28 14:00:00,,183.89,67.61,135.85
2017-03-28 15:00:00,,182.52,67.15,131.225
2017-03-28 16:00:00,,179.7,67.3,127.3
2017-03-28 17:00:00,,178.05,66.34,114.55
2017-03-28 18:00:00,,173.61,67.59,89.25
2017-03-28 19:00:00,,174.28,65.31,81.2
2017-03-28 20:00:00,,176.21,58.48,84.025
2017-03-28 21:00:00,,175.25,47.97,82.325
2017-03-28 22:00:00,,175.36,46.06,82.125
2017-03-28 23:00:00,,172.57,45.55,78.7
2017-03-29 00:00:00,,173.69,44.48,76.575
