timestamp,Panther_office_Garth,Fox_office_Vicki,Fox_office_Joy,Cockatoo_office_Margaret,Cockatoo_office_Ada
2017-02-09 10:00:00,78.4951,159.38,217.7,4.875,463.1
2017-02-09 11:00:00,78.3351,170.31,221.12,4.225,469.35
2017-02-09 12:00:00,78.5351,174.26,223.72,4.475,481.075
2017-02-09 13:00:00,77.895,177.96,223.27,3.875,473.925
2017-02-09 14:00:00,75.2545,182.63,226.54,3.9,470.1
2017-02-09 15:00:00,72.25399999999999,183.83,224.52,4.25,466.05
2017-02-09 16:00:00,70.2936,183.48,215.39,4.175,472.85
2017-02-09 17:00:00,66.2928,174.77,197.15,4.425,458.65
2017-02-09 18:00:00,71.0137,148.77,172.13,3.875,457.65
2017-02-09 19:00:00,67.613,134.86,167.93,3.5,465.625
2017-02-09 20:00:00,66.7329,127.15,164.37,3.2,421.325
2017-02-09 21:00:00,49.1695,122.38,166.19,3.575,397.825
2017-02-09 22:00:00,40.7679,119.86,168.15,3.175,402.025
2017-02-09 23:00:00,40.7279,117.71,157.57,3.7,381.375
2017-02-10 00:00:00,61.6119,115.31,142.81,3.175,375.05
2017-02-10 01:00:00,55.2106,116.3,136.61,3.45,375.175
2017-02-10 02:00:00,55.1706,116.7,142.14,3.7,380.675
2017-02-10 03:00:00,54.0904,117.05,142.75,3.1,371.825
2017-02-10 04:00:00,53.4503,114.63,140.19,3.225,379.175
2017-02-10 05:00:00,52.3301,107.87,140.4,4.775,400.35
2017-02-10 06:00:00,51.5299,106.43,140.5,4.8,434.45
2017-02-10 07:00:00,52.2101,116.62,151.78,4.1,451.775
2017-02-10 08:00:00,59.5715,133.17,181.53,5.075,455.625
2017-02-10 09:00:00,68.0131,148.27,206.57,4.075,468.05
2017-02-10 10:00:00,83.3361,156.35,219.12,4.575,471.725
2017-02-10 11:00:00,77.4549,161.18,218.64,4.675,476.05
2017-02-10 12:00:00,72.8941,168.33,225.58,4.15,466.45
2017-02-10 13:00:00,66.3328,175.32,227.37,3.975,459.5
2017-02-10 14:00:00,65.9327,174.65,228.31,4.225,461.8
2017-02-10 15:00:00,65.0926,176.02,221.47,4.325,461.55
2017-02-10 16:00:00,66.1728,169.55,215.35,4.175,466.825
2017-02-10 17:00:00,64.6125,156.59,191.93,4.275,462.125
2017-02-10 18:00:00,66.7329,130.35,169.05,4.5,468.925
2017-02-10 19:00:00,66.8529,117.9,161.11,3.675,463.175
2017-02-10 20:00:00,62.292,117.47,159.74,4.225,433.75
2017-02-10 21:00:00,49.2495,113.94,157.45,4.075,418.225
2017-02-10 22:00:00,41.488,114.23,154.83,3.925,399.5
2017-02-10 23:00:00,38.7275,113.58,147.21,3.925,396.25
2017-02-11 00:00:00,51.3699,113.26,134.52,3.9,383.0
2017-02-11 01:00:00,55.9308,111.61,134.22,3.425,390.325
2017-02-11 02:00:00,59.8115,110.14,140.03,3.925,383.475
2017-02-11 03:00:00,49.9296,109.7,136.66,3.925,381.6
2017-02-11 04:00:00,56.731,106.89,138.38,3.55,385.925
2017-02-11 05:00:00,54.1304,103.16,139.78,4.45,411.55
2017-02-11 06:00:00,60.1716,102.32,136.91,4.6,438.775
2017-02-11 07:00:00,60.6117,111.57,132.6,3.825,460.075
2017-02-11 08:00:00,61.8519,111.79,140.78,3.075,451.55
2017-02-11 09:00:00,55.4107,119.84,152.0,3.375,440.075
2017-02-11 10:00:00,59.1314,119.86,158.89,2.925,444.0
2017-02-11 11:00:00,58.8914,126.97,167.5,3.1,434.975
2017-02-11 12:00:00,40.1278,127.95,162.51,3.25,447.1
2017-02-11 13:00:00,32.2462,129.32,163.3,3.475,447.075
2017-02-11 14:00:00,31.6061,131.55,167.32,3.25,437.55
2017-02-11 15:00:00,33.3664,124.44,161.9,2.925,439.975
2017-02-11 16:00:00,36.6071,115.47,155.0,3.4,434.6
2017-02-11 17:00:00,39.4876,110.69,149.89,4.1,453.075
2017-02-11 18:00:00,38.4874,110.91,150.85,4.05,446.275
2017-02-11 19:00:00,36.7271,104.88,152.34,3.8,436.975
2017-02-11 20:00:00,34.6467,104.7,149.36,3.325,417.4
2017-02-11 21:00:00,37.7673,104.57,145.38,3.475,399.9
2017-02-11 22:00:00,33.8465,103.39,144.76,4.05,385.125
2017-02-11 23:00:00,34.4067,102.43,144.64,3.55,380.325
2017-02-12 00:00:00,55.9708,102.92,136.86,3.425,372.35
2017-02-12 01:00:00,54.7306,102.35,133.84,4.0,358.975
2017-02-12 02:00:00,60.5717,102.57,140.8,3.95,365.325
2017-02-12 03:00:00,54.1705,99.62,145.19,4.025,372.9
2017-02-12 04:00:00,56.691,101.5,146.69,3.45,368.45
2017-02-12 05:00:00,57.3311,101.46,141.5,4.0,391.05
2017-02-12 06:00:00,37.1272,97.94,141.7,4.3,424.15
2017-02-12 07:00:00,31.5661,102.92,139.44,,
2017-02-12 08:00:00,29.9258,100.68,134.08,3.8,472.0
2017-02-12 09:00:00,28.5655,100.85,133.87,3.775,436.575
2017-02-12 10:00:00,32.1662,103.4,150.92,3.45,451.125
2017-02-12 11:00:00,33.8865,101.59,148.11,3.075,441.9
2017-02-12 12:00:00,36.7671,105.3,150.87,3.125,457.2
2017-02-12 13:00:00,39.1676,108.86,151.53,2.925,448.675
2017-02-12 14:00:00,42.7283,112.1,150.11,3.975,451.9
2017-02-12 15:00:00,43.7685,112.71,152.54,3.725,439.325
2017-02-12 16:00:00,46.608999999999995,108.94,146.75,3.525,457.475
2017-02-12 17:00:00,50.7298,109.45,145.8,3.975,462.675
2017-02-12 18:00:00,46.529,109.92,147.23,4.175,432.225
2017-02-12 19:00:00,42.9683,104.75,148.61,3.675,446.575
2017-02-12 20:00:00,43.5284,104.9,148.16,3.625,420.15
2017-02-12 21:00:00,41.448,103.16,149.39,3.85,389.875
2017-02-12 22:00:00,40.9279,99.98,148.92,3.275,388.5
2017-02-12 23:00:00,41.488,100.5,148.37,3.4,368.05
2017-02-13 00:00:00,69.9335,101.56,134.24,4.025,378.425
2017-02-13 01:00:00,64.7325,99.3,132.13,3.175,384.25
2017-02-13 02:00:00,62.172,103.4,139.32,3.1,392.975
2017-02-13 03:00:00,64.7725,107.77,142.98,3.175,384.9
2017-02-13 04:00:00,64.7325,105.47,140.26,3.375,361.875
2017-02-13 05:00:00,63.4122,103.5,137.03,3.75,416.875
2017-02-13 06:00:00,62.4521,108.1,139.33,5.275,429.6
2017-02-13 07:00:00,61.2118,118.59,149.86,4.725,473.55
2017-02-13 08:00:00,67.253,136.04,174.42,4.85,453.875
2017-02-13 09:00:00,73.1741,151.35,192.01,5.475,460.325
2017-02-13 10:00:00,77.2949,161.15,209.11,4.35,453.675
2017-02-13 11:00:00,77.615,169.45,220.7,4.2,496.6
2017-02-13 12:00:00,76.6948,170.05,226.31,4.375,510.125
2017-02-13 13:00:00,76.6548,174.13,223.75,4.225,482.125
2017-02-13 14:00:00,77.0949,176.27,224.07,4.525,471.075
2017-02-13 15:00:00,75.1345,175.64,218.5,4.35,492.15
2017-02-13 16:00:00,70.9337,171.96,212.76,4.05,486.425
2017-02-13 17:00:00,67.373,162.92,189.66,4.625,469.375
2017-02-13 18:00:00,70.4536,144.87,176.04,4.275,450.75
2017-02-13 19:00:00,66.3728,128.73,171.54,3.4,452.1
2017-02-13 20:00:00,62.092,124.11,168.95,3.375,440.525
2017-02-13 21:00:00,48.4894,124.6,168.95,3.3,393.925
2017-02-13 22:00:00,40.9279,118.93,167.82,4.1,388.775
2017-02-13 23:00:00,39.2876,118.22,156.88,3.325,362.875
2017-02-14 00:00:00,53.2503,116.46,144.15,3.45,381.7
2017-02-14 01:00:00,59.4915,115.93,137.89,3.475,380.85
2017-02-14 02:00:00,59.3315,115.76,143.04,3.85,381.225
2017-02-14 03:00:00,53.4103,115.27,145.78,3.55,361.85
2017-02-14 04:00:00,62.5721,111.49,146.32,3.55,373.075
2017-02-14 05:00:00,58.2112,107.98,143.28,4.375,407.15
2017-02-14 06:00:00,66.3728,107.23,143.96,4.425,445.35
2017-02-14 07:00:00,56.851000000000006,119.63,156.32,4.3,471.575
2017-02-14 08:00:00,70.6936,143.28,180.8,4.0,469.4
2017-02-14 09:00:00,70.5336,157.04,200.74,4.7,463.5
2017-02-14 10:00:00,73.4942,161.82,209.44,4.7,459.625
2017-02-14 11:00:00,77.4549,171.56,220.46,5.125,475.45
2017-02-14 12:00:00,76.8148,177.15,219.09,3.75,451.4
2017-02-14 13:00:00,73.4542,183.08,222.89,4.075,420.9
2017-02-14 14:00:00,75.9347,184.32,224.02,3.8,452.6
2017-02-14 15:00:00,74.3744,185.05,221.74,3.575,449.225
2017-02-14 16:00:00,67.7731,180.11,214.02,3.75,466.9
2017-02-14 17:00:00,70.3336,165.66,187.64,3.75,447.5
2017-02-14 18:00:00,67.6931,140.43,169.01,3.275,447.2
2017-02-14 19:00:00,15.723,127.56,163.45,3.325,445.8
2017-02-14 20:00:00,,127.57,157.87,2.85,418.925
2017-02-14 21:00:00,,118.81,157.03,2.95,405.875
2017-02-14 22:00:00,,117.94,154.14,3.825,404.7
2017-02-14 23:00:00,,117.68,151.22,3.075,372.05
2017-02-15 00:00:00,53.8504,116.29,144.04,3.1,376.9
2017-02-15 01:00:00,64.1324,116.25,139.11,3.15,379.975
2017-02-15 02:00:00,69.8935,115.96,144.83,3.2,387.025
2017-02-15 03:00:00,66.0528,117.4,147.27,3.7,363.075
2017-02-15 04:00:00,61.8519,115.97,146.16,3.375,372.1
2017-02-15 05:00:00,59.1314,116.79,140.43,3.25,416.475
2017-02-15 06:00:00,63.6923,114.35,141.67,5.1,445.15
2017-02-15 07:00:00,61.7719,122.94,150.87,5.325,468.475
2017-02-15 08:00:00,64.3324,141.91,184.39,4.8,470.925
2017-02-15 09:00:00,70.8137,150.83,211.49,4.15,468.55
2017-02-15 10:00:00,73.0941,159.47,224.48,4.675,466.0
2017-02-15 11:00:00,73.1341,164.22,229.31,4.725,447.125
2017-02-15 12:00:00,74.5744,167.25,225.74,4.675,467.025
2017-02-15 13:00:00,74.2543,167.69,221.86,3.825,467.8
2017-02-15 14:00:00,76.2147,172.81,227.4,4.225,483.3
2017-02-15 15:00:00,74.2143,178.14,224.96,4.825,471.775
2017-02-15 16:00:00,73.0541,179.2,215.17,3.95,450.875
2017-02-15 17:00:00,71.9339,170.8,190.95,4.55,455.175
2017-02-15 18:00:00,71.9339,148.97,175.2,3.675,443.325
2017-02-15 19:00:00,70.8137,131.84,172.2,4.35,444.0
2017-02-15 20:00:00,66.7729,125.24,166.48,3.85,438.975
2017-02-15 21:00:00,48.2493,119.64,160.48,3.9,413.95
2017-02-15 22:00:00,42.0881,115.34,154.69,3.2,403.275
2017-02-15 23:00:00,40.4478,112.21,147.2,3.6,382.25
2017-02-16 00:00:00,65.0126,114.35,136.42,3.675,385.375
2017-02-16 01:00:00,60.8517,112.51,130.78,3.375,368.175
2017-02-16 02:00:00,49.5696,113.79,135.94,3.175,383.8
2017-02-16 03:00:00,53.8504,111.39,134.84,3.6,389.975
2017-02-16 04:00:00,56.931,114.14,132.18,3.675,380.65
2017-02-16 05:00:00,59.7715,106.66,129.75,3.275,407.45
2017-02-16 06:00:00,56.0108,107.37,135.12,4.075,455.525
2017-02-16 07:00:00,56.4509,115.45,146.7,4.925,451.25
2017-02-16 08:00:00,60.8117,136.75,177.24,5.0,465.6
2017-02-16 09:00:00,68.6132,154.68,207.54,4.625,471.425
2017-02-16 10:00:00,72.654,160.89,218.96,4.8,468.525
2017-02-16 11:00:00,72.0139,164.62,227.39,5.4,467.825
2017-02-16 12:00:00,70.9737,168.21,225.22,4.225,487.1
2017-02-16 13:00:00,70.6536,174.81,224.53,4.575,491.6
2017-02-16 14:00:00,71.8539,175.13,226.77,4.325,476.15
2017-02-16 15:00:00,69.8935,177.28,221.0,4.75,476.475
2017-02-16 16:00:00,69.1733,179.03,215.17,4.675,464.1
2017-02-16 17:00:00,67.493,168.7,195.41,4.2,465.7
2017-02-16 18:00:00,67.8131,143.5,172.22,3.85,471.075
2017-02-16 19:00:00,66.0928,132.29,168.56,3.775,432.05
2017-02-16 20:00:00,55.8108,118.14,161.32,3.675,427.025
2017-02-16 21:00:00,44.3285,117.04,159.8,3.55,416.2
2017-02-16 22:00:00,39.8477,117.16,153.97,3.45,388.3
2017-02-16 23:00:00,39.1276,114.7,147.79,3.4,381.0
2017-02-17 00:00:00,54.7706,111.62,139.81,3.725,379.05
2017-02-17 01:00:00,55.2907,114.42,134.13,3.9,375.55
2017-02-17 02:00:00,58.2112,112.77,146.21,3.5,383.4
2017-02-17 03:00:00,57.6511,113.09,147.61,3.875,375.05
2017-02-17 04:00:00,61.1718,111.0,143.4,3.875,382.175
2017-02-17 05:00:00,63.8923,108.73,144.29,3.975,419.625
2017-02-17 06:00:00,62.212,106.81,140.99,4.4,443.475
2017-02-17 07:00:00,65.8927,119.93,155.28,4.0,471.925
2017-02-17 08:00:00,69.2133,137.63,179.35,4.1,455.725
2017-02-17 09:00:00,69.6535,146.93,190.46,4.025,469.5
2017-02-17 10:00:00,72.374,152.94,208.01,4.425,482.65
2017-02-17 11:00:00,73.0941,159.68,212.14,4.725,454.7
2017-02-17 12:00:00,68.5332,165.12,213.46,4.0,464.775
2017-02-17 13:00:00,62.9722,171.8,218.76,3.825,458.7
2017-02-17 14:00:00,63.6123,170.92,216.57,4.3,436.025
2017-02-17 15:00:00,64.4124,169.05,216.16,4.35,457.175
2017-02-17 16:00:00,64.0524,154.05,206.31,3.85,465.1
2017-02-17 17:00:00,62.8121,139.38,185.71,3.275,457.6
2017-02-17 18:00:00,63.7323,125.53,169.46,3.85,449.5
2017-02-17 19:00:00,62.212,112.68,164.49,3.65,444.925
2017-02-17 20:00:00,61.4119,110.84,158.41,3.1,444.875
2017-02-17 21:00:00,47.3692,109.3,157.11,3.45,434.075
2017-02-17 22:00:00,41.1279,108.19,153.56,4.2,395.45
2017-02-17 23:00:00,39.3276,110.76,148.51,3.725,392.1
2017-02-18 00:00:00,49.2095,109.13,138.24,3.25,389.825
2017-02-18 01:00:00,50.0897,109.55,135.56,3.275,371.225
2017-02-18 02:00:00,49.0095,106.82,146.02,3.225,362.875
2017-02-18 03:00:00,51.1299,108.46,143.32,3.1,375.875
2017-02-18 04:00:00,52.3301,108.25,144.54,3.3,380.975
2017-02-18 05:00:00,52.5701,108.87,145.89,4.4,412.275
2017-02-18 06:00:00,56.1708,106.25,145.07,4.55,444.5
2017-02-18 07:00:00,53.4903,111.32,142.44,3.15,452.275
2017-02-18 08:00:00,59.0114,111.81,140.35,2.9,447.675
2017-02-18 09:00:00,61.972,109.61,145.56,3.0,438.3
2017-02-18 10:00:00,52.6101,109.78,144.6,2.6,424.6
2017-02-18 11:00:00,53.2103,110.25,149.3,2.2,439.15
2017-02-18 12:00:00,39.1276,112.27,157.68,2.825,428.25
2017-02-18 13:00:00,29.9658,108.42,152.6,2.875,423.925
2017-02-18 14:00:00,30.0858,104.94,149.48,2.075,423.85
2017-02-18 15:00:00,31.006,106.71,146.72,2.275,425.925
2017-02-18 16:00:00,33.4865,105.99,146.72,2.275,431.1
2017-02-18 17:00:00,31.6461,104.38,140.67,2.8,429.925
2017-02-18 18:00:00,31.326,105.18,137.95,3.225,424.95
2017-02-18 19:00:00,35.4468,99.34,140.52,3.25,427.425
2017-02-18 20:00:00,34.2866,98.47,134.97,2.725,411.025
2017-02-18 21:00:00,34.8067,99.16,131.96,2.925,400.075
2017-02-18 22:00:00,34.2866,98.53,131.57,2.875,368.675
2017-02-18 23:00:00,33.6065,97.43,131.61,2.475,361.725
2017-02-19 00:00:00,60.6517,96.64,126.45,2.775,355.85
2017-02-19 01:00:00,58.6513,97.15,120.99,2.775,372.675
2017-02-19 02:00:00,56.771,94.7,127.48,2.825,382.575
2017-02-19 03:00:00,57.7311,96.25,129.44,3.125,378.175
2017-02-19 04:00:00,62.5321,95.58,130.28,3.45,373.675
2017-02-19 05:00:00,55.5307,95.67,129.21,4.75,409.45
2017-02-19 06:00:00,39.8077,100.23,128.36,4.375,434.9
2017-02-19 07:00:00,30.5659,100.36,122.22,3.7,458.7
2017-02-19 08:00:00,32.1262,100.57,122.12,2.675,437.5
2017-02-19 09:00:00,33.0864,97.83,122.77,2.75,447.45
2017-02-19 10:00:00,33.4065,92.9,126.83,3.225,431.45
2017-02-19 11:00:00,33.9265,93.37,128.54,2.525,423.975
2017-02-19 12:00:00,34.5667,90.83,131.17,2.475,415.05
2017-02-19 13:00:00,33.5265,93.16,142.11,2.625,435.9
2017-02-19 14:00:00,37.6073,96.55,140.93,2.025,397.8
2017-02-19 15:00:00,41.0879,97.7,144.87,2.05,447.55
2017-02-19 16:00:00,46.648999999999994,98.98,144.29,1.975,429.575
2017-02-19 17:00:00,50.7698,102.79,136.71,2.525,428.425
2017-02-19 18:00:00,46.1289,101.42,140.47,3.025,433.375
2017-02-19 19:00:00,43.0083,101.62,144.42,2.975,433.925
2017-02-19 20:00:00,42.5282,101.68,143.08,2.45,432.825
2017-02-19 21:00:00,42.5682,102.49,140.5,3.325,394.2
2017-02-19 22:00:00,42.4082,100.97,131.38,2.975,384.35
2017-02-19 23:00:00,45.9289,107.57,132.14,2.95,358.475
2017-02-20 00:00:00,67.9731,109.16,123.98,2.875,375.875
2017-02-20 01:00:00,67.533,102.48,125.44,2.875,369.175
2017-02-20 02:00:00,67.413,96.32,131.25,3.125,382.575
2017-02-20 03:00:00,61.6519,96.54,130.63,3.0,361.15
2017-02-20 04:00:00,67.333,92.8,130.22,3.225,379.7
2017-02-20 05:00:00,64.3724,94.05,131.56,3.925,397.875
2017-02-20 06:00:00,61.8519,101.64,127.94,4.275,439.025
2017-02-20 07:00:00,62.5721,112.21,127.37,4.35,448.175
2017-02-20 08:00:00,71.0937,129.56,144.4,4.05,450.725
2017-02-20 09:00:00,76.0547,145.83,171.84,4.625,452.2
2017-02-20 10:00:00,74.2543,149.62,186.01,4.85,458.5
2017-02-20 11:00:00,73.2541,151.5,186.43,4.85,439.0
2017-02-20 12:00:00,72.1339,155.59,185.88,4.55,431.025
2017-02-20 13:00:00,71.3338,157.09,186.75,4.25,446.175
2017-02-20 14:00:00,74.3344,162.8,188.45,4.525,428.525
2017-02-20 15:00:00,72.2139,170.84,180.17,4.825,465.6
2017-02-20 16:00:00,69.8535,167.82,182.58,4.35,449.9
2017-02-20 17:00:00,67.7331,154.84,165.31,3.2,452.5
2017-02-20 18:00:00,67.453,138.79,161.92,3.875,459.65
2017-02-20 19:00:00,69.1333,126.21,160.11,4.3,458.275
2017-02-20 20:00:00,70.6536,123.32,156.42,3.175,432.05
2017-02-20 21:00:00,48.4094,115.84,153.03,3.675,403.9
2017-02-20 22:00:00,38.5274,114.55,154.36,3.025,403.925
2017-02-20 23:00:00,38.6875,116.17,143.23,3.875,390.8
2017-02-21 00:00:00,62.8921,113.46,136.09,3.95,380.775
2017-02-21 01:00:00,69.7335,106.03,124.22,3.7,380.975
2017-02-21 02:00:00,66.0528,101.79,130.83,3.925,384.75
2017-02-21 03:00:00,66.2128,100.1,135.13,3.4,390.175
2017-02-21 04:00:00,65.0126,97.86,132.14,3.05,392.625
2017-02-21 05:00:00,64.7725,97.84,129.9,3.775,392.25
2017-02-21 06:00:00,59.3715,104.14,133.42,4.9,449.65
2017-02-21 07:00:00,63.4522,115.13,144.2,3.9,452.4
2017-02-21 08:00:00,73.9743,135.12,180.47,4.125,454.85
2017-02-21 09:00:00,80.8156,153.68,208.67,4.375,453.675
2017-02-21 10:00:00,72.8941,158.04,220.15,4.175,456.575
2017-02-21 11:00:00,75.3345,165.13,226.13,4.0,466.05
2017-02-21 12:00:00,77.895,171.33,224.16,4.0,460.55
2017-02-21 13:00:00,80.0955,175.96,222.21,4.1,454.0
2017-02-21 14:00:00,78.9352,180.9,227.9,3.85,469.875
2017-02-21 15:00:00,75.4946,179.35,225.52,4.775,474.8
2017-02-21 16:00:00,74.8544,178.41,220.61,3.25,472.175
2017-02-21 17:00:00,75.0945,167.9,200.14,3.5,464.0
2017-02-21 18:00:00,67.8931,146.96,175.77,3.775,469.525
2017-02-21 19:00:00,70.0135,133.96,167.82,2.8,446.075
2017-02-21 20:00:00,65.1326,128.6,165.03,2.975,445.85
2017-02-21 21:00:00,47.9692,124.2,160.87,3.575,398.575
2017-02-21 22:00:00,41.0879,121.29,157.72,3.475,387.975
2017-02-21 23:00:00,39.5676,117.03,151.74,3.025,370.725
2017-02-22 00:00:00,58.4113,114.06,145.61,2.95,386.075
2017-02-22 01:00:00,59.6115,118.39,143.36,2.825,387.025
2017-02-22 02:00:00,59.0514,113.59,149.83,3.25,377.05
2017-02-22 03:00:00,58.6113,107.5,149.91,3.0,376.4
2017-02-22 04:00:00,59.9716,101.97,149.49,3.1,373.55
2017-02-22 05:00:00,64.2524,102.25,148.23,4.025,401.975
2017-02-22 06:00:00,62.6921,110.0,145.04,4.675,437.475
2017-02-22 07:00:00,60.5717,119.73,153.64,3.85,467.45
2017-02-22 08:00:00,67.253,138.92,184.19,3.975,460.625
2017-02-22 09:00:00,77.2149,153.26,210.2,4.475,470.75
2017-02-22 10:00:00,83.6962,162.36,218.67,3.8,458.7
2017-02-22 11:00:00,79.9754,164.31,232.7,3.1,472.0
2017-02-22 12:00:00,93.298,167.5,226.82,3.475,478.55
2017-02-22 13:00:00,87.5769,174.27,228.57,3.625,474.65
2017-02-22 14:00:00,92.0578,176.41,232.65,3.25,488.225
2017-02-22 15:00:00,89.8573,178.13,234.79,4.0,461.625
2017-02-22 16:00:00,86.3367,173.3,224.03,2.8,438.725
2017-02-22 17:00:00,87.6169,155.0,197.84,3.775,447.875
2017-02-22 18:00:00,84.7364,139.9,182.99,3.175,444.3
2017-02-22 19:00:00,83.7762,127.11,172.96,3.3,419.625
2017-02-22 20:00:00,71.8139,122.47,164.19,3.2,413.875
2017-02-22 21:00:00,57.4111,120.98,160.73,3.0,399.075
2017-02-22 22:00:00,44.7686,115.98,162.53,3.4,406.125
2017-02-22 23:00:00,40.5278,115.12,156.94,2.675,366.5
2017-02-23 00:00:00,61.5719,113.86,137.65,2.85,367.15
2017-02-23 01:00:00,64.0124,110.13,134.55,3.45,366.175
2017-02-23 02:00:00,68.9733,111.23,135.2,2.975,375.225
2017-02-23 03:00:00,62.132,109.48,136.3,2.925,382.725
2017-02-23 04:00:00,62.092,106.4,137.45,3.25,383.5
2017-02-23 05:00:00,64.8925,97.29,129.78,3.55,393.5
2017-02-23 06:00:00,63.2922,102.1,129.96,5.4,430.625
2017-02-23 07:00:00,64.2524,115.18,148.15,4.425,441.425
2017-02-23 08:00:00,72.0139,130.4,178.25,3.75,450.15
2017-02-23 09:00:00,80.5755,147.33,204.39,3.05,465.95
2017-02-23 10:00:00,80.5755,156.95,207.73,3.675,455.9
2017-02-23 11:00:00,79.5353,156.34,220.66,4.1,462.475
2017-02-23 12:00:00,76.0947,159.91,216.01,3.825,440.4
2017-02-23 13:00:00,78.3751,160.36,209.27,3.125,448.9
2017-02-23 14:00:00,83.056,168.96,220.56,3.5,449.15
2017-02-23 15:00:00,87.2168,168.63,213.09,3.325,465.925
2017-02-23 16:00:00,85.4565,166.68,205.62,2.825,458.725
2017-02-23 17:00:00,81.8558,155.09,185.79,3.675,440.675
2017-02-23 18:00:00,84.4563,132.64,162.98,2.7,423.975
2017-02-23 19:00:00,84.4563,120.9,161.94,2.125,426.5
2017-02-23 20:00:00,79.2953,113.8,158.78,2.5,418.925
2017-02-23 21:00:00,57.011,109.35,154.35,2.35,409.95
2017-02-23 22:00:00,45.8889,108.12,152.38,2.525,377.9
2017-02-23 23:00:00,44.4486,105.86,142.16,2.475,369.6
2017-02-24 00:00:00,67.413,107.14,135.11,2.55,372.9
2017-02-24 01:00:00,72.654,108.24,131.92,2.6,382.2
2017-02-24 02:00:00,75.8946,107.4,131.55,2.425,377.45
2017-02-24 03:00:00,67.533,101.07,136.89,3.475,364.075
2017-02-24 04:00:00,70.0935,104.38,136.54,2.975,381.95
2017-02-24 05:00:00,65.9327,103.84,134.85,2.85,411.875
2017-02-24 06:00:00,71.4938,107.26,135.6,4.475,448.675
2017-02-24 07:00:00,63.5323,119.77,142.03,3.6,452.975
2017-02-24 08:00:00,75.7746,128.46,167.03,3.35,467.925
2017-02-24 09:00:00,77.2949,142.25,195.47,3.225,473.0
2017-02-24 10:00:00,82.77600000000001,149.37,208.55,4.1,469.25
2017-02-24 11:00:00,78.9352,155.64,211.0,3.825,437.1
2017-02-24 12:00:00,75.5346,157.17,208.99,3.65,438.725
2017-02-24 13:00:00,69.4134,160.09,212.0,3.575,460.1
2017-02-24 14:00:00,69.3334,159.29,210.39,3.15,469.125
2017-02-24 15:00:00,68.0931,165.34,209.46,3.075,494.45
2017-02-24 16:00:00,67.7331,159.73,201.86,2.875,498.65
2017-02-24 17:00:00,67.7331,149.1,184.1,2.35,483.8
2017-02-24 18:00:00,68.3732,127.69,158.88,3.175,458.25
2017-02-24 19:00:00,71.0137,111.91,153.1,2.25,446.3
2017-02-24 20:00:00,72.294,103.57,150.26,2.15,428.1
2017-02-24 21:00:00,52.4901,101.35,148.8,2.075,405.4
2017-02-24 22:00:00,44.0085,101.33,146.6,2.225,384.75
2017-02-24 23:00:00,41.0879,101.7,137.03,2.475,366.55
2017-02-25 00:00:00,59.2114,102.23,130.71,2.475,364.4
2017-02-25 01:00:00,67.8531,102.48,123.94,2.475,365.15
2017-02-25 02:00:00,62.332,104.39,131.79,2.7,354.175
2017-02-25 03:00:00,66.7329,102.39,132.52,2.6,366.55
2017-02-25 04:00:00,55.7708,105.03,128.43,2.5,354.3
2017-02-25 05:00:00,58.6113,105.38,129.58,2.425,395.1
2017-02-25 06:00:00,63.1722,109.31,129.41,3.2,424.425
2017-02-25 07:00:00,59.2914,105.63,121.91,2.425,443.0
2017-02-25 08:00:00,67.6531,101.16,126.65,2.3,439.25
2017-02-25 09:00:00,58.9314,110.24,142.45,2.225,445.475
2017-02-25 10:00:00,61.4119,106.86,150.76,2.25,463.75
2017-02-25 11:00:00,59.9716,106.59,155.64,1.9,430.175
2017-02-25 12:00:00,39.8877,109.15,146.78,2.525,450.8
2017-02-25 13:00:00,32.9264,111.95,155.04,2.45,434.875
2017-02-25 14:00:00,31.366,117.08,156.8,3.625,461.975
2017-02-25 15:00:00,33.3664,117.7,153.79,2.55,447.55
2017-02-25 16:00:00,33.4065,117.37,150.22,2.925,453.375
2017-02-25 17:00:00,39.1676,107.75,142.96,3.85,440.15
2017-02-25 18:00:00,40.5278,101.87,144.42,3.75,442.125
2017-02-25 19:00:00,37.7673,94.03,148.96,2.9,442.475
2017-02-25 20:00:00,37.2072,98.73,147.63,3.0,420.35
2017-02-25 21:00:00,37.2472,99.34,141.99,3.05,397.425
2017-02-25 22:00:00,36.6871,96.23,144.29,3.05,410.275
2017-02-25 23:00:00,35.8469,94.42,140.17,3.15,362.925
2017-02-26 00:00:00,60.0916,92.88,127.41,3.025,376.15
2017-02-26 01:00:00,65.4926,92.57,123.39,2.925,373.45
2017-02-26 02:00:00,56.771,89.67,128.39,3.275,391.075
2017-02-26 03:00:00,65.4926,91.88,132.73,2.825,380.0
2017-02-26 04:00:00,54.4905,91.46,133.51,3.45,381.675
2017-02-26 05:00:00,54.2105,92.47,134.03,3.2,407.725
2017-02-26 06:00:00,38.5674,91.04,133.95,3.975,432.525
2017-02-26 07:00:00,33.1264,95.31,128.65,3.6,453.4
2017-02-26 08:00:00,32.1262,89.84,131.14,3.375,457.8
2017-02-26 09:00:00,30.886,94.68,148.45,2.825,449.25
2017-02-26 10:00:00,32.0862,97.8,145.84,2.875,444.475
2017-02-26 11:00:00,33.8465,92.76,149.92,2.525,452.35
2017-02-26 12:00:00,34.6067,94.3,153.54,3.525,458.225
